<coordinates>16.018853,69.294079,55.8
16.01885,69.294083,57.4
16.018846,69.294091,61.92
16.018842,69.294104,69.68
16.018833,69.294126,80.87
16.018822,69.294154,95.45
16.018808,69.29419,113.63
16.018792,69.294233,135.5
16.018772,69.294286,161.25
16.018748,69.294347,191.12
16.018722,69.294418,224.88
16.018692,69.294498,262.94
16.018659,69.294588,305.39
16.018621,69.294688,352.43
16.018582,69.2948,404.06
16.01854,69.294921,460.7
16.018494,69.295052,521.83
16.018447,69.295196,587.87
16.018396,69.29535,658.52
16.018344,69.295515,733.95
16.018289,69.295693,814.39
16.018232,69.29588,898.84
16.018172,69.296078,987.79
16.018109,69.296286,1081.04
16.018046,69.296504,1178.6
16.017981,69.296734,1280.95
16.017912,69.296973,1387.0
16.017841,69.297222,1497.26
16.01777,69.297483,1611.72
16.017696,69.297753,1730.19
16.017621,69.29803,1851.6
16.017544,69.29831,1974.15
16.017469,69.298589,2095.17
16.017393,69.298866,2215.2
16.017319,69.299142,2334.04
16.017244,69.299416,2451.78
16.017169,69.299688,2569.11
16.017096,69.299958,2684.75
16.017023,69.300227,2799.29
16.01695,69.300495,2912.82
16.016877,69.300761,3025.36
16.016805,69.301025,3136.89
16.016734,69.301288,3248.03
16.016663,69.30155,3357.56
16.016592,69.30181,3466.2
16.016522,69.30207,3573.93
16.016452,69.302327,3680.66
16.016382,69.302584,3787.08
16.016313,69.302839,3892.03
16.016243,69.303094,3996.14
16.016175,69.303347,4099.37
16.016107,69.303599,4201.71
16.016039,69.30385,4303.24
16.015971,69.3041,4404.37
16.015903,69.304349,4504.19
16.015836,69.304597,4603.22
16.015769,69.304844,4701.46
16.015703,69.30509,4798.98
16.015637,69.305335,4896.0
16.01557,69.305579,4991.85
16.015505,69.305822,5087.06
16.015439,69.306064,5181.39
16.015374,69.306305,5275.02
16.015309,69.306545,5368.24
16.015244,69.306785,5460.46
16.01518,69.307023,5551.89
16.015115,69.307261,5642.61
16.015051,69.307499,5732.64
16.014987,69.307735,5821.97
16.014923,69.30797,5910.98
16.01486,69.308205,5998.91
16.014796,69.30844,6086.5
16.014732,69.30868,6175.64
16.014666,69.308925,6266.47
16.014597,69.309175,6359.12
16.014527,69.309431,6453.17
16.014455,69.309692,6548.81
16.014382,69.309958,6646.16
16.014309,69.310229,6745.0
16.014233,69.310505,6845.55
16.014155,69.310787,6948.1
16.014075,69.311074,7051.93
16.013994,69.311367,7157.48
16.013911,69.311665,7264.72
16.013826,69.311969,7373.65
16.013739,69.312278,7484.6
16.013651,69.312593,7597.05
16.01356,69.312914,7711.38
16.013469,69.313242,7827.43
16.013375,69.313575,7945.46
