<coordinates>16.019257,69.294278,50.01
16.019254,69.294281,51.35
16.019251,69.294291,55.79
16.019245,69.294308,63.33
16.019237,69.294332,73.97
16.019225,69.294365,87.9
16.019211,69.294406,105.23
16.019193,69.294456,125.87
16.019171,69.294515,149.9
16.019147,69.294583,177.34
16.01912,69.294658,208.27
16.01909,69.294745,242.99
16.019055,69.294836,283.42
16.019017,69.294941,325.84
16.018975,69.295058,372.46
16.018928,69.295184,422.98
16.018878,69.295322,477.51
16.018825,69.295471,536.13
16.018768,69.295631,598.65
16.01871,69.2958,665.15
16.01865,69.29598,734.72
16.018588,69.296169,807.17
16.018523,69.296365,882.22
16.018457,69.296567,959.28
16.018388,69.296775,1037.67
16.01832,69.296984,1117.36
16.018252,69.297196,1196.85
16.018184,69.297408,1276.16
16.018115,69.297621,1355.36
16.018046,69.297834,1434.17
16.017978,69.298046,1512.95
16.017909,69.298258,1590.69
16.01784,69.298469,1667.61
16.017773,69.298679,1743.82
16.017704,69.298888,1819.24
16.017637,69.299097,1894.05
16.017569,69.299303,1968.47
16.017502,69.299509,2041.68
16.017435,69.299714,2114.1
16.017369,69.299918,2185.82
16.017303,69.300121,2256.83
16.017237,69.300324,2327.54
16.017171,69.300525,2397.16
16.017105,69.300725,2466.07
16.017041,69.300925,2534.19
16.016976,69.301124,2601.7
16.01691,69.301321,2668.88
16.016846,69.301518,2735.02
16.016782,69.301714,2800.44
16.016718,69.30191,2865.25
16.016654,69.302104,2929.46
16.016591,69.302298,2992.98
16.016527,69.302491,3056.38
16.016464,69.302684,3118.8
16.016401,69.302877,3180.71
16.016339,69.303069,3242.02
16.016276,69.30326,3302.73
16.016214,69.30345,3363.22
16.016152,69.30364,3422.86
16.01609,69.30383,3481.96
16.016028,69.30402,3540.47
16.015966,69.304209,3598.48
16.015905,69.304397,3655.9
16.015844,69.304585,3713.2
16.015783,69.304772,3769.61
16.015722,69.30496,3825.53
16.015661,69.305147,3880.94
16.0156,69.305333,3935.84
16.01554,69.30552,3990.44
16.015479,69.305705,4044.37
16.01542,69.305891,4097.77
16.01536,69.306076,4150.78
16.0153,69.306261,4203.19
16.01524,69.306445,4255.11
16.01518,69.306629,4306.81
16.015121,69.306813,4357.82
16.015061,69.306997,4408.33
16.015003,69.307181,4458.34
16.014943,69.307364,4507.95
16.014884,69.307547,4557.24
16.014826,69.307729,4605.87
16.014767,69.307911,4653.98
16.014709,69.308093,4701.78
16.01465,69.308274,4748.99
16.014592,69.308456,4795.71
16.014534,69.308637,4842.22
16.014476,69.308818,4888.12
16.014418,69.308998,4933.53
16.01436,69.309179,4978.44
16.014303,69.309359,5022.95
16.014245,69.309539,5067.24
16.014188,69.309718,5110.77
16.01413,69.309897,5153.98
16.014073,69.310077,5196.69
16.014015,69.310255,5238.99
